para_id,source_doc_id,para_index,source_title,human_paragraph,ai_paragraph,generation_success
505500,40395,3,아울리스의 이피게네이아,"이피게네이아의 희생은 여러 예술가들에게 영감을 불어넣었다. 에우리피데스가 두 편의 비극 ≪아울리스의 이피게네이아≫, ≪타우리스의 이피게네이아≫에서 이피게네이아 이야기를 쓴 뒤로 라신과 괴테도 그녀를 소재로 한 극을 선보였으며 여러 미술가들이 그녀를 화폭에 담았다. 이처럼 예술가들이 이피게네이아에게 매료된 것은 삶과 죽음 앞에서 그녀가 보여 준 의연함과 그녀의 고결한 성품 때문이다. 딸을 제물 삼는 비정한 아버지조차 용서하고 포용한 그녀의 숭고한 희생은 종교적 경외심마저 자아낸다.",이피게네이아의 희생은 여러 예술가들에게 영감을 심어주었다. 에우리피데스가 두 편의 비극 «아울리스의 이피게네이아»와 «타우리스의 이피게네이아»에서 이피게네이아 이야기를 써 내려간 이후 라신과 괴테도 그녀를 소재로 한 극을 선보였으며 여러 미술가들이 그녀를 화폭에 담았다. 이처럼 예술가들이 이피게네이아에게 매료된 것은 삶과 죽음 앞에서 그녀가 보여 준 의연함과 고결한 성품 때문이다. 딸을 제물 삼는 비정한 아버지조차 용서하고 포용한 그녀의 숭고한 희생은 종교적 경외심마저 자아낸다.,True
514594,41097,0,최고운전,"《최고운전》(崔孤雲傳) 또는 《최치원전》(崔致遠傳)은 조선시대 때의 작자·연대 미상의 고대소설로, 신라말기의 문신 최치원의 생애를 허구적인 상상력으로 재구성한 소설이다('고운'은 최치원의 호이다). 최치원의 파란만장한 일대기가 주제이다.","《최고운전》(崔孤雲傳) 또는 《최치원전》(崔致遠傳)은 조선시대의 작품이며, 저자와 연대가 불분명한 고대소설입니다. 이 작품은 신라 말기의 문신 최치원을 허구적인 상상력을 통해 재구성한 이야기로, 여기서 '고운'은 최치원의 호를 의미합니다. 최치원의 파란만장한 일대기가 주제이다.",True
514595,41097,1,최고운전,"신라시대, 최충이라는 자가 벼슬을 얻어 문창읍 수령으로 부임하게 된다. 그런데 문창에는 수령이 새로 올 때마다 그 부인이 사라진다는 소문이 있었다. 최충은 미리 아내의 손에 명주실을 감아 사라졌을 때 실을 쫓아가기로 한다. 어느 날 정말로 아내가 사라지자, 최충이 실을 쫓아가보니 뒷산 바위틈으로 이어져 있었다. 밤이 되자 바위가 열리고 그 안에서 금돼지가 최충의 아내를 비롯해 지금까지 납치한 수령의 부인들을 데리고 즐기고 있었다. 최충의 아내는 금돼지를 속여 그가 사슴 가죽을 씹어 뒤통수에 붙이면 죽는다는 약점을 알아내고, 마침 갖고 있던 주머니 실이 사슴 가죽으로 되어 있어 이를 이용해 금돼지를 죽이고 최충과 함께 나온다.","신라시대에는 최충이라는 인물이 벼슬을 취득해 문창읍 수령으로 부임하게 된다.  
그러나 문창에는 수령이 새로 부임할 때마다 그 부인이 사라진다는 소문이 있었는데,  
최충은 사전에 아내의 손에 명주실을 감아 두어, 부인이 사라질 경우 실을 따라가기로 했다.  
결국 어느 날, 아내가 실제로 사라졌을 때, 최충이 실을 따라가 보니 뒷산의 바위 틈으로 이어져 있었다.  
밤이 되자 바위가 열리면서 금돼지가 최충의 아내뿐 아니라 지금까지 납치한 수령 부인들을 포함해 모두를 감싸고 즐기고 있었다.  
최충의 아내는 금돼지를 속여 그가 사슴 가죽을 씹어 뒤통수에 붙이면 죽는다는 약점을 알아내고,  
마침 주머니에 있던 실이 사슴 가죽으로 만든 것이기에 이를 이용해 금돼지를 죽이고 최충과 함께 나온다.",True
514596,41097,2,최고운전,"금돼지에게 잡혀갔을 때 아내는 이미 임신 중이었고, 돌아온 지 6개월 만에 아들을 낳는다. 그런데 아들의 손발톱이 기이하게 생겨 최충은 금돼지의 사생아로 의심하고 아들을 내다버린다. 그러나 낮에는 짐승들이 피하고 밤에는 선녀가 내려와 젖을 물리는 등 하늘이 아들을 돌보아 준다. 아들이 자라나 스스로 글을 읽자 최충의 아내가 그를 데려오자 하였으나 최충은 남의 시선이 두려워 꺼리고, 아내는 꾀를 내어 최충이 칭병하게 하고 아들을 데려와야 낫는다는 소문을 퍼뜨린다. 최충은 아들을 데려오려 관리들을 보내지만 벌써 3세가 된 아들은 부모가 직접 버렸기에 돌아갈 면목이 없다며 그들을 물리친다. 최충이 백성들을 모아 바닷가에 누대를 짓고 아들을 달래자 그제서야 돌아오게 된다. 아들은 누대를 월영대라 이름붙이고 선인들과 공부를 시작한다.","금돼지에게 잡혀갔을 때 아내는 이미 임신 중이었고, 돌아온 지 6개월 만에 아들을 낳는다. 그러나 아들의 손발톱이 기이하게 생겨 최충은 금돼지의 사생아로 의심하고 아들을 내다버린다. 낮에는 짐승들이 피하고 밤에는 선녀가 내려와 젖을 물리는 등 하늘이 아들을 돌보아 준다. 아들이 자라나 스스로 글을 읽자 최충의 아내가 그를 데려오자 하였으나 최충은 남의 시선이 두려워 꺼리고, 아내는 꾀를 내어 최충이 칭병하게 하고 아들을 데려와야 낫는다는 소문을 퍼뜨린다. 최충은 아들을 데려오려 관리들을 보내지만 벌써 3세가 된 아들은 부모가 직접 버렸기에 돌아갈 면목이 없어서 그들을 물리친다. 최충이 백성들을 모아 바닷가에 누대를 짓고 아들을 달래자 그제서야 돌아오게 된다. 아들은 누대를 월영대라 이름붙이고 선인들과 공부를 시작한다.",True
514597,41097,3,최고운전,"어느날 밤 아들이 시를 지어 불렀는데 이것이 중국까지 닿아 황제가 신라에 현자가 나타났다고 여겨 신하 둘을 월영대에 보낸다. 중국 신하들이 아들과 같이 시를 읊었는데 당해내지를 못하고 오히려 신라에 뛰어난 자가 많다고 하니 감당할 수 없다고 여겨 돌아온다. 황제가 화를 내며 상자 안에 달걀을 숨겨 신라에 보낸 뒤, 상자 안의 물건으로 시를 짓지 못하면 큰 화를 입게 될 것이라고 경고한다. 신라 왕은 선비들에게 시를 짓는 자에게 큰 상을 줄 것이라고 공고한다.","어느 날 밤, 아들이 시를 짓고 불렀는데 그 시가 중국까지 울려 퍼져 황제는 신라에 현자가 나타났다고 판단하고 신하 두 명을 월영대에 보낸다. 중국 신하들이 아들과 함께 시를 읊었으나 능력을 발휘하지 못하고, 오히려 신라에는 뛰어난 인재가 많다고 판단해 감당할 수 없다고 간주하고 돌아온다. 황제는 화를 내며 상자 안에 달걀을 숨겼고, 이를 신라에 전달한 뒤 상자 안의 물건이 시를 쓰는 데에 쓰이지 않으면 큰 화를 입게 될 것이라고 경고한다. 신라의 왕은 학자들에게 시를 짓는 이에게 큰 보상을 줄 것이라고 발표하며 공고한다.",True
514598,41097,4,최고운전,"아들은 경성으로 와서 거울 고치는 일을 하며 나승상 댁에 온다. 마침 나승상의 딸 나소저가 거울을 고치러 왔는데 아들은 그 딸을 보고 반해서, 실수로 거울을 깨뜨린다. 아들은 노복이 되어 거울 값을 갚겠다며 스스로 파경노(破鏡奴)라 이름붙이고 나승상 댁 하인이 된다. 11세의 파경노는 신비한 기술로 일을 잘 해내고 나승상과 나소저는 파경노를 총애하게 된다.","아들은 경성으로 와서 거울 고치는 일을 수행하며, 인프라팀의 일정에 맞추어 나승상 댁에 접근한다. 마침 나승상의 딸 나소저가 부품 정비를 위해 방문하자, 아들은 그 여성의 매력에 사로잡혀 거울을 실수로 깨뜨린다. 아들은 즉시 노복을 선언하고, 물리적 손상비를 상쇄하기 위해 스스로를 파경노(破鏡奴)라 명명하며, 나승상 댁의 하인으로 채용된다. 11세의 파경노는 고대의 기술과 현대의 알고리즘을 융합해 업무를 효율적으로 완수하고, 나승상과 나소저는 그를 부드럽게 총애하게 된다.",True
514599,41097,5,최고운전,"상자 안의 물건을 알아내는 선비가 없자 신라 왕은 나승상을 불러 시를 지으라고 명령하며, 짓지 못하면 죄를 물을 것이라고 한다. 나승상은 근심하게 되었고, 소식을 들은 파경노는 나소저를 유혹하여 나승상에게 자신을 추천하게 한다. 나승상이 파경노를 불러 제안하자 파경노는 나소저와 결혼하게 해준다면 받아들이겠다고 한다. 나승상은 화를 냈지만 나소저가 가문을 살리기 위해 희생하여 파경노는 나승상의 사위가 된다. 파경노는 비로소 이름을 치원으로, 자를 고운으로 짓는다. 최치원이 종이를 벽에 붙이고 발가락에 붓을 꼽고 나소저와 같이 자자 나소저의 꿈에 쌍룡과 사람들이 나와 시를 쓴다. 다음날 최치원이 일어나 시를 썼는데, 상자 안에 든 것은 병아리라는 내용이었다. 이 시가 황제에게 전해지고 상자를 열어보니 정말로 달걀이 부화하여 병아리가 되어 있었다. 황실은 놀라지만 이 일로 신라가 중국을 무시할까 싶어 최치원을 중국으로 불러 들인다.","상자 안에 담겨 있는 물건을 알아내는 선비가 없기 때문에 신라 왕은 나승상을 부르고 시를 읊으라고 명령하며, 시를 못 지으면 죄를 물을 것이라고 한다.  
나승상은 심각하게 괴로워했고, 소식을 들은 파경노는 나소저를 유혹해 나승상에게 자신을 소개하도록 유도한다.  
나승상이 파경노를 불러 제안을 하면 파경노는 나소저와 결혼을 허락해 주면 받아들이겠다고 한다.  
나승상은 화를 내지만 나소저는 가문을 구하기 위해 희생해서 파경노는 나승상의 사위가 된다.  
파경노는 마침내 이름을 치원으로, 가문을 고운으로 짓는다.  
최치원은 종이를 벽에 붙이고, 발가락에 붓을 끼우며, 나소저와 같이 자원에 나무로 썼던 자를 자라나게 하고, 나소저의 꿈에 쌍룡과 사람들이 함께 시를 올린다.  
다음날 최치원이 일어나 시를 쓰는데, 상자 안에 담긴 것은 병아리였다는 내용이었다.  
이 시가 황제에게 전해지고 상자를 열어보니 실제로 달걀이 부화해 병아리가 된 것이 있었다.  
황실은 놀랐지만 이 일로 신라가 중국을 무시할까 걱정돼 최치원을 중국으로 불러들인다.",True
514600,41097,6,최고운전,"12세의 최치원이 나소저와 이별의 시를 주고 받고 배를 타고 중국으로 떠난다. 첨성도에서 배가 나아가지 못하는데, 용왕이 최치원을 불러 학문을 알려주게 하려고 그런 것이었다. 최치원이 떠나려 하자 용왕은 둘째아들 이목을 데리고 가게 한다. 중이도에서 가뭄이 든 마을을 만나자 이목이 비를 내리게 해서 가뭄을 해결하는데, 하늘에서 승려가 내려와 하늘이 마을에 벌을 내린 것인데 이목이 멋대로 비를 내리게 했다며 그를 죽이려고 한다. 최치원이 그를 막아서자 승려는 최치원이 천상계 사람임을 언급하며 어쩔 수 없이 돌아간다. 일이 끝나고 최치원은 이목이 할 일을 다했다며 돌려 보낸다.","12세의 최치원은 나소저와 이별의 시를 서로 주고받으며 배를 타고 중국으로 떠난다.  
첨성도에서 배가 나아가지 못하는 상황이었으며, 용왕은 최치원을 부르며 학문을 가르치도록 한 것이었다.  
최치원이 떠나려 함에, 용왕은 둘째아들 이목을 데리고 가게 한다.  
중이도에서 가뭄이 든 마을을 만났을 때 이목은 비를 내리게 해 가뭄을 해결했지만, 하늘에서 내려온 승려는 마을에 벌을 내린다는 위협과 함께 이목이 멋대로 비를 드리우다며 그를 죽이려고 한다.  
최치원이 그를 막으자 승려는 최치원이 천상계 사람이라는 점을 짚으며 어쩔 수 없이 돌아간다.  
일이 끝난 뒤 최치원은 이목이 할 일은 모두 마쳤다고 덮어보내며 돌려 보낸다.",True
514601,41097,7,최고운전,"최치원이 중국에 가는 길에 여러 사람을 만나 간장 적신 솜과 요술주머니 네 개를 받는다. 낙양에 도착하자 황제가 최치원을 죽이기 위해 여러 함정을 파놓지만 최치원이 요술주머니를 열어 함정을 모두 물리친다. 황제가 밥을 대접하는데 밥에 독약이 있음을 간파하자 황제는 포기하고 최치원을 후대하게 된다. 그해 가을 최치원은 과거시험에 장원급제하여 중국의 관료가 된다. 이 사이 황소의 난을 최치원이 격문을 써 토벌하자 황제는 최치원에게 더 큰 상을 내린다. 이에 다른 신하들이 질투해서 최치원을 모함하는 바람에 최치원은 먹을것 없는 무인도로 귀양을 가게 되지만, 간장 적신 솜으로 배부르게 먹으며 지낸다. 황제가 놀라서 최치원을 부르자 최치원은 중국이 질투하고 속이는 소인의 나라라면서 신라로 돌아가겠다고 하며, 청룡을 타고 낙양으로 가 황제를 만난다. 황제는 신라도 자신의 신하이므로 업신여길 수 없다고 하자, 최치원이 글자를 쓴 뒤 올라 타서 이곳은 황제의 땅이 아니라고 하니 황제가 머리를 조아린다. 최치원은 사자를 만들어 내어 그 사자를 타고 신라로 돌아온다.","최치원은 중국에 가는 길에 여러 사람을 만나 간장 적신 솜과 요술주머니 네 개를 받는다. 낙양에 도착하자 황제는 최치원을 죽이기 위해 여러 함정을 파놓지만 최치원은 요술주머니를 열어 함정들을 모두 물리친다. 황제는 밥을 대접하자 그 밥에 독약이 있음을 간파하며, 결국 황제는 포기하고 최치원을 후대하게 된다. 그해 가을, 최치원은 과거시험에서 장원급제하여 중국의 관료가 된다. 이 사이에 황소의 난을 최치원은 격문을 써 토벌하자 황제는 최치원에게 더 큰 상을 내린다. 이에 다른 신하들은 질투해서 최치원을 모함하고, 최치원은 먹을 것이 없는 무인도로 귀양을 가게 되지만, 간장 적신 솜으로 배부르게 먹으며 지낸다. 황제가 놀라서 최치원을 부르자 최치원은 중국이 질투하고 속이는 소인의 나라라면서 신라로 돌아가겠다고 하며, 청룡을 타고 낙양으로 가 황제를 만난다. 황제는 신라도 자신의 신하이므로 업신여길 수 없다고 하여, 최치원은 글자를 쓰고 올라타서 이곳은 황제의 땅이 아니라고 하니 황제가 머리를 조아린다. 최치원은 사자를 만들어 그 사자를 타고 신라로 돌아온다.",True
514602,41097,8,최고운전,신라로 돌아온 최치원이 말을 타고 신라 왕 앞을 지나가게 되었는데 왕은 죽을죄이지만 공이 많다며 최치원을 용서해준다. 최치원이 나승상댁에 오니 승상은 이미 죽고 없다. 최치원은 나소저를 데리고 가야산으로 들어가 신선이 되었다.,"신라로 돌아온 최치원은 말을 타고 신라 왕 앞을 지나가게 되었는데, 왕은 “죽을 죄이지만 공이 많다”라며 최치원을 용서해준다.  
최치원이 나승상댁에 오니 승상은 이미 죽고 없다.  
최치원은 나소저를 데리고 가야산으로 들어가 신선이 되었다.",True
514603,41097,9,최고운전,최고운. 본래 천상의 인물이나 옥황상제에게 가짜 정보를 알린 죄로 지상에 귀양을 오게 된다.,"최고운. 본래는 천상의 인물이었으나, 옥황상제에게 가짜 정보를 알린 죄로 지상에 귀양을 오게 된다.",True
514604,41097,10,최고운전,최치원의 아버지. 문창읍의 사또이다. 최치원을 금돼지의 사생으로 오해하고 아들을 내버린다.,최치원의 아버지는 문창읍 사또이다. 그는 최치원을 금돼지의 사생으로 오해하고 아들을 내버린다.,True
514605,41097,11,최고운전,금돼지에게 납치되나 미리 남편과 꾀를 짠 덕분에 풀려나올 수 있었다.,"금돼지에게 납치되었음에도 불구하고, 미리 남편과 꾀를 정비해둔 덕분에 결국 풀려나올 수 있었다.",True
514606,41097,12,최고운전,최치원의 어머니를 비롯해 문창읍 사또의 부인들을 납치했던 요괴. 최치원의 어머니의 기지로 약점을 발설하고 그것에 그대로 당해서 죽게 된다.,최치원의 어머니를 비롯해 문창읍 사또의 부인들을 납치한 그 요괴. 최치원의 어머니가 지적한 약점을 그대로 노출시켜 그 약점에 휩쓸려 결국 죽게 된다.,True
514607,41097,13,최고운전,나소저. 나승상의 딸이자 최치원의 아내. 거울을 고치러 온 그녀에게 최치원이 반해서 거울을 깨뜨리고 최치원이 나승상댁에서 노비 일을 하는 계기가 된다.,나소저. 나승상의 딸이자 동시에 최치원의 아내. 거울을 고치러 찾아온 그녀에게 최치원이 감정이 격해져 거울을 깨뜨리고 최치원은 나승상댁에서 노비로 일하게 되는 계기가 된다.,True
514608,41097,14,최고운전,"최치원이 중국으로 향하던 길에 만난 용왕의 둘째아들. 용왕의 부탁으로 최치원과 함께 중국으로 가게 되나, 이목의 정체가 용임을 알게 된 최치원이 그를 돌려보낸다.","최치원은 중국으로 향하던 길에서 용왕의 둘째 아들을 만나게 된다. 용왕의 부탁으로 최치원과 함께 중국으로 가게 되나, 그 인물의 정체가 용임을 알게 된 최치원은 그를 돌려보낸다.",True
514609,41097,15,최고운전,"이른바 '영웅의 일생' 줄거리를 지닌 영웅소설에 속하며, 적강(謫降)·기아(棄兒)·글재주 다툼·알아맞히기·기계(奇計) 등 전래의 다양한 화소(話素)들이 복합되어 있다. 작품 후반에 이르러서는 당나라에 대한 한민족의 우월성을 드러내고 북방민족에게 당하는 시달림을 정신적으로 보상하고 있다.","이른바 '영웅의 일생' 줄거리를 지닌 영웅소설에 속하며, 적강·기아·글재주 다툼·알아맞히기·기계 등 전래의 다양한 화소들이 복합적으로 결합되어 있다. 작품 후반에 이르러서는 당나라에 대한 한민족의 우월성을 드러내고 북방민족에게 당하는 시달림을 정신적으로 보상하고 있다.",True
521537,41635,0,성원묵,"1829년 감시에 장원으로 합격하여 바로 과거에 응시할 자격이 부여되어, 1831년(순조 31년)의 식년문과에 을과로 급제하여 대사간, 대사헌 등을 거쳐 1851년 동지부사로 청나라에 다녀온 뒤 호조참판, 공조판서, 부호군, 의정부우참찬, 한성부 판윤, 예조판서 등을 역임하였다. 본관은 창녕으로 자는 계연(季淵) 또는 중연(仲淵)이고, 시호는 효정(孝靖)이다.","1829년 감시에 장원으로 합격하면 즉시 과거 수험 자격을 얻게 되고, 1831년(순조 31년) 식년문과에서 을과로 급제하여 대사간과 대사헌을 거쳐 1851년 동지부사로 청나라 행정을 담당한 뒤 호조참판, 공조판서, 부호군, 의정부우참찬, 한성부 판윤, 예조판서 등 다양한 직무를 수행하였다. 본관은 창녕이며, 자는 계연(季淵) 또는 중연(仲淵)이고, 시호는 효정(孝靖)이다.",True
521538,41635,1,성원묵,"우계 성혼의 후손으로, 성문준의 7대손이며 증조부는 성광석(成光錫)이고 할아버지는 성덕유(成德游)이다. 부인은 이운빈(李運彬)의 딸이다.","우계 성혼의 후손으로서 성문준의 7대손이며 증조부는 성광석(成光錫), 할아버지는 성덕유(成德游)입니다. 부인은 이운빈(李運彬)의 딸입니다.",True
521539,41635,2,성원묵,"음보로 관직에 올라 동궁에서 근무하던 중 1829년(순조 29)에 효명세자가 성균관에서 친히 주관한 감시(柑試)에서 장원으로 급제하여 바로 전시(殿試)에 응시할 수 있는 자격을 얻었다. 소과와 대과를 거치지 않고 바로 1831년의 식년문과에 병과로 급제하였다. 모사도감도청(模寫都監都廳)이 되고 이후 헌종 초에 홍문관과 사간원, 사헌부 등 삼사의 요직을 두루 역임하고 1843년 통정대부(通政大夫)로 승진, 행안변도호부사(行安邊都護府使)로 부임하였다. 1846년(헌종 12년) 사간원대사간에 임명되었다. 이듬해에 성균관대사성을 거쳐 1849년(철종 즉위년)에 사헌부대사헌에 임명되었으나 동반직인 절충장군(折衝將軍) 첨지중추부사(僉知中樞府事)로 강등되었다.","음보로 관직에 취임해 동궁에서 근무하던 시기에 1829년(순조 29)에는 효명세자가 성균관을 친히 주관한 감시(柑試)에서 장원으로 급제하여 바로 전시(殿試)에 응시할 수 있는 자격을 얻게 되었다. 소과와 대과를 거치지 않고 1831년의 식년문과에 병과로 급제하였다. 모사도감도청(模寫都監都廳)이 된 뒤 헌종 초에 홍문관, 사간원, 사헌부 등 삼사의 요직을 두루 역임하고 1843년 통정대부(通政大夫)로 승진해 행안변도호부사(行安邊都護府使)로 부임하였다. 1846년(헌종 12년)에는 사간원대사간에 임명되었다. 이듬해에는 성균관대사성을 거쳐 1849년(철종 즉위년)에 사헌부대사헌에 임명되었으나 동반직인 절충장군(折衝將軍) 첨지중추부사(僉知中樞府事)로 강등되었다.",True
521540,41635,3,성원묵,"1851년(철종 2년) 2월 경연참찬관이 되었다가 7월 다시 가선대부가 되어 호조참판(戶曹參判) 겸 성균관동지사가 되었다. 그해 말, 청나라에 파견되는 동지사(冬至使)의 부사(副使)로서 베이징에 갔다가 1852년 귀국했다. 그뒤 공조판서, 행용양위부호군, 의정부우참찬, 한성부판윤 등을 거쳐 1856년(철종 7년) 예조판서에 임명되고 그해 11월에는 예조판서로 비변사유사당상을 겸직하였다.","1851년(철종 2년) 2월에 경연참찬관으로 임명되어 7월에는 가선대부로 재임한 뒤 호조참판(戶曹參判) 겸 성균관동지사로 되었었다. 그해 말, 청나라에 파견된 동지사(冬至使)의 부사(副使)로 베이징을 거쳐 1852년에 귀국했다. 이후 공조판서, 행용양위부호군, 의정부우참찬, 한성부판윤 등 여러 직책을 거쳐 1856년(철종 7년) 예조판서에 임명되었으며, 같은 해 11월에는 예조판서로서 비변사유사당상을 겸직하였다.",True
531681,42482,0,페르난도 곤살레스,그는 프로 선수들 중에서도 가장 강력한 포핸드를 가졌던 선수 중 한 명으로 유명했다.,그는 프로 선수들 가운데 가장 강력한 포핸드를 보유한 선수 중 하나로 유명했다.,True
531682,42482,1,페르난도 곤살레스,"곤살레스는 4개 그랜드 슬램 대회 단식에서 모두 8강 이상의 성적을 기록했다. 그랜드 슬램 최고 성적은 2007년 호주 오픈 단식 준우승이며, 당시 결승에서 세계 랭킹 1위였던 로저 페더러에게 패했다. 그는 테니스 역사상 올림픽 테니스 종목에서 금·은·동메달을 모두 한 번씩 획득(2004년 아테네 올림픽 복식 금메달 및 단식 동메달, 2008년 베이징 올림픽 단식 은메달)한 네 번째 남자 선수이기도 하다. 상위 랭커 8명만이 출전 자격을 얻을할 수 있는 연말 마스터스 컵 대회에 두 번 출전하였으며, ATP 마스터스 시리즈급 대회에서도 두 번 준우승했다.","곤살레스는 4개의 그랜드 슬램 대회 단식에서 모두 8강 이상을 기록했다.  
그랜드 슬램 최고 성적은 2007년 호주 오픈 단식 준우승으로, 결승에서 세계 랭킹 1위였던 로저 페더러에게 패배했다.  
그는 테니스 역사상 올림픽 테니스 종목에서 금·은·동메달을 모두 한 번씩 획득해(2004년 아테네 올림픽 복식 금메달·단식 동메달, 2008년 베이징 올림픽 단식 은메달) 네 번째 남자 선수라는 명예를 지닌 선수이다.  
상위 랭커 8명만이 출전 자격을 얻을 수 있는 연말 마스터스 컵 대회에 두 번 출전하였으며, ATP 마스터스 시리즈급 대회에서도 두 번 준우승했다.",True
531683,42482,2,페르난도 곤살레스,"곤살레스는 4세 때 테니스와 축구의 두 가지 운동을 했다. 20대까지 아마추어 테니스 선수로 활동했던 그의 아버지는 그가 축구보다는 테니스에 더 재능이 있다고 판단, 6세 때부터는 본격적으로 테니스를 치게 했다. 그는 가족과 함께 산티아고 동부의 라 레이나 지역으로 이주, '라 레이나 클럽'(Club La Reina)이라는 테니스 클럽에 들어가 클라우디오 곤살레스(Claudio González – 혈연관계는 없음)에게 주 3회 코치를 받았다.",곤살레스는 4세 때 테니스와 축구 두 가지 운동을 했다. 20대까지 아마추어 테니스 선수로 활동했던 그의 아버지는 그가 축구보다는 테니스에 더 재능이 있다고 판단해 6세 때부터 본격적으로 테니스를 치게 했다. 그는 가족과 함께 산티아고 동부 라 레이나 지역으로 이주해 ‘라 레이나 클럽’에 가입하고 클라우디오 곤살레스에게 주 3회 코치를 받았다.,True
531684,42482,3,페르난도 곤살레스,"1988년 곤살레스가 8세가 되었을 때, 그는 아버지와 함께 미국에서 한 달 반 가량 머무르면서 트레이닝을 받고 테니스 대회에도 참가했다. 1992년에는 모든 가족이 미국으로 이주하여 4년간 머물렀다. 그의 가족들은 마이애미에 정착했는데, 곤살레스는 이곳에 있는 패트리쇼 애페이 아카데미(Patricio Apey Academy)에서 그의 테니스 기술을 더욱 다듬을 수 있었다.","1988년 곤살레스가 8세가 되면서 그는 아버지와 함께 미국에서 약 한 달 반을 머물며 전문 트레이닝을 받고 테니스 대회에도 참가했다. 1992년에 가족 전원이 미국으로 이주해 4년간 체류했다. 그들의 거주지는 마이애미였으며, 곤살레스는 이곳에 있는 패트리쇼 애페이 아카데미(Patricio Apey Academy)에서 자신의 테니스 실력을 한층 더 연마할 수 있었다.",True
531686,42482,5,페르난도 곤살레스,"주니어로 활동한 마지막 해였던 1998년, 그는 퓨처스급 대회에서 좋은 성적을 거두었다. 이 해 칠레에서 열린 세 개의 퓨처스 대회에서 우승했으며, 준결승에도 두 번 진출했다.","주니어로 활동한 마지막 해였던 1998년, 그는 퓨처스급 대회에서 굉장한 성적을 거두었다. 이 해 칠레에서 열린 세 개의 퓨처스 대회에서 우승했으며, 준결승에도 두 번 진출했다.",True
551625,44030,0,BeOS,BeOS는 Be 사에서 개발한 개인용 컴퓨터용 운영 체제이다.,BeOS는 Be 사가 개발해 개인용 컴퓨터를 위한 운영 체제이다.,True
551626,44030,1,BeOS,"1991년에 BeBox라는 하드웨어에서 동작하도록 만들어졌다. 당시의 운영 체제와 달리, 처음부터 GUI에 기반한 운영 체제로 설계되었다. 디지털 미디어 작업을 위해서 다중 프로세서 지원 및 다중 스레드, 선점형 멀티태스킹 및 64비트 저널링 파일 시스템을 지원했다. 개발의 편의를 위해 API는 C++로 만들었다. POSIX 호환성을 가지고 있고 배시 셸을 통한 명령행 접근도 가능했다. 이는 비-유닉스 기반 운영 체제에서는 찾아보기 힘들다.","1991년에 BeBox라는 하드웨어에서 동작하도록 만들어졌다. 그 당시 운영 체제와 달리, 처음부터 GUI에 기반한 운영 체제로 설계되었다. 디지털 미디어 작업을 위해 다중 프로세서 지원 및 다중 스레드, 선점형 멀티태스킹과 64비트 저널링 파일 시스템을 제공했다. 개발 편의를 위해 API를 C++로 만들었으며, POSIX 호환성을 갖추고 배시 셸을 통한 명령행 접근도 가능했다. 이는 비-유닉스 기반 운영 체제에서는 찾아보기 힘들다.",True
551627,44030,2,BeOS,"AT&T 호빗 기반 하드웨어에서 동작하도록 설계되었지만 추후 PowerPC 프로세서에서도 실행할 수 있도록 수정되었다. Be 사는 애플 사가 맥 오에스의 대체품으로 자신들의 운영 체제를 지원해 줄 것을 기대했지만, 애플은 넥스트스텝이 더 나은 선택이라고 판단하고 넥스트 사를 1996년에 인수해서 애플의 공동 창업자 스티브 잡스를 다시 영입했다. Be 사에 치명적인 타격이겠지만 애플은 PowerPC G3의 내부 구조를 공개하지 않아서 BeOS가 애플 하드웨어에서 동작하지 않도록 만들었다.","AT&T의 호빗 기반 하드웨어를 목표로 설계되었으나, 이후 PowerPC 프로세서에서도 동작하도록 수정되었다. Be사는 애플이 맥 오에스를 대체품으로 자신들의 운영 체제를 지원해 줄 것을 기대했지만, 애플은 넥스트스텝이 더 나은 선택이라고 판단해 1996년에 넥스트를 인수하고 애플 공동 창업자 스티브 잡스를 다시 영입했다. Be 사에 치명적인 타격이 될 수 있지만, 애플은 PowerPC G3 내부 구조를 공개하지 않아 BeOS가 애플 하드웨어에서 동작하지 않도록 만들었다.",True
551628,44030,3,BeOS,"애플의 이러한 움직임 때문에 Be 사는 x86 플랫폼으로 이식하기 시작했다. 1990년대 말에 BeOS는 인기를 끌었지만 회사 자체가 안정화되지는 못했다. BeOS PE는 마이크로소프트 윈도우나 리눅스에서 바로 실행될 수 있었고, 최종 사용자들은 더 쉽게 다가갈 수 있었다.","애플의 방향 전환으로 인해 Be 사는 x86 플랫폼으로 이식하기 시작했다.  
1990년대 말, BeOS는 인기를 끌었으나 회사는 스스로 안정화되지 못했다.  
BeOS PE는 마이크로소프트 윈도우와 리눅스에서 즉시 실행될 수 있었고, 최종 사용자들은 보다 쉽게 접근할 수 있었다.",True
551629,44030,4,BeOS,"Be 사가 망했지만 BeOS를 쓰는 사람은 아직도 있다. BeOS 커뮤니티는 아직도 자유 소프트웨어를 만들고 패치도 만들고 있으며, 드라이버 및 기타 업데이트를 제작하고 있다.","Be사가 무너졌음에도 불구하고 BeOS를 쓰는 사람은 여전히 존재하며, 그 수는 꾸준히 유지되고 있다.  
BeOS 커뮤니티는 여전히 자유 소프트웨어 개발과 패치 제작에 매진하고, 드라이버와 기타 업데이트를 지속적으로 배포하며 전문성을 발휘하고 있다.",True
